ID,Tank Failure Pressure (bar),Liquid Ratio (%),Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z
444,31.6,0.5003788,0.6,7.2,1.2,0.8,0.6,323.3,402.8,19,8,4,1.4,3,Subcooled,37.9,-1,152,13,2,19.25,1,-0.9
445,31.6,0.5003788,0.6,7.2,1.2,0.8,0.6,323.3,402.8,19,8,4,1.4,3,Subcooled,37.9,-1,152,14,2,19.25,1,0.9
446,31.6,0.5003788,0.6,7.2,1.2,0.8,0.6,323.3,402.8,19,8,4,1.4,3,Subcooled,37.9,-1,152,15,2,19.25,1,2.7
447,31.6,0.5003788,0.6,7.2,1.2,0.8,0.6,323.3,402.8,19,8,4,1.4,3,Subcooled,37.9,-1,152,16,2,19.25,4.8,-0.9
448,31.6,0.5003788,0.6,7.2,1.2,0.8,0.6,323.3,402.8,19,8,4,1.4,3,Subcooled,37.9,-1,152,17,2,19.25,4.8,0.9
449,31.6,0.5003788,0.6,7.2,1.2,0.8,0.6,323.3,402.8,19,8,4,1.4,3,Subcooled,37.9,-1,152,18,2,19.25,4.8,2.7
450,31.6,0.5003788,0.6,7.2,1.2,0.8,0.6,323.3,402.8,19,8,4,1.4,3,Subcooled,37.9,-1,152,19,3,20,-3.05,-0.9
451,31.6,0.5003788,0.6,7.2,1.2,0.8,0.6,323.3,402.8,19,8,4,1.4,3,Subcooled,37.9,-1,152,20,3,20,-3.05,0.9
452,31.6,0.5003788,0.6,7.2,1.2,0.8,0.6,323.3,402.8,19,8,4,1.4,3,Subcooled,37.9,-1,152,21,3,20,-3.05,2.7
453,31.6,0.5003788,0.6,7.2,1.2,0.8,0.6,323.3,402.8,19,8,4,1.4,3,Subcooled,37.9,-1,152,22,4,20,-2.8,3
454,31.6,0.5003788,0.6,7.2,1.2,0.8,0.6,323.3,402.8,19,8,4,1.4,3,Subcooled,37.9,-1,152,23,4,20,1,3
455,31.6,0.5003788,0.6,7.2,1.2,0.8,0.6,323.3,402.8,19,8,4,1.4,3,Subcooled,37.9,-1,152,24,4,20,4.8,3
456,31.6,0.5003788,0.6,7.2,1.2,0.8,0.6,323.3,402.8,19,8,4,1.4,3,Subcooled,37.9,-1,152,25,5,20,5.05,-0.9
457,31.6,0.5003788,0.6,7.2,1.2,0.8,0.6,323.3,402.8,19,8,4,1.4,3,Subcooled,37.9,-1,152,26,5,20,5.05,0.9
458,31.6,0.5003788,0.6,7.2,1.2,0.8,0.6,323.3,402.8,19,8,4,1.4,3,Subcooled,37.9,-1,152,27,5,20,5.05,2.7
459,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,1,1,19.35,5.2,-1.1
460,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,2,1,19.35,5.2,1.7
461,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,3,1,19.35,5.2,4.5
462,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,4,1,19.35,9,-1.1
463,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,5,1,19.35,9,1.7
464,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,6,1,19.35,9,4.5
465,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,7,1,19.35,12.8,-1.1
466,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,8,1,19.35,12.8,1.7
467,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,9,1,19.35,12.8,4.5
468,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,10,2,17.25,5.2,-1.1
469,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,11,2,17.25,5.2,1.7
470,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,12,2,17.25,5.2,4.5
471,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,13,2,17.25,9,-1.1
472,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,14,2,17.25,9,1.7
473,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,15,2,17.25,9,4.5
474,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,16,2,17.25,12.8,-1.1
475,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,17,2,17.25,12.8,1.7
476,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,18,2,17.25,12.8,4.5
477,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,19,3,18.3,4.95,-1.1
478,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,20,3,18.3,4.95,1.7
479,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,21,3,18.3,4.95,4.5
480,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,22,4,18.3,5.2,4.8
481,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,23,4,18.3,9,4.8
482,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,24,4,18.3,12.8,4.8
483,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,25,5,18.3,13.05,-1.1
484,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,26,5,18.3,13.05,1.7
485,18.8,0.170145,0.6,3,1.2,0.8,1,322.5,364.2,17,8,6,2,28,Subcooled,37.9,-1,152,27,5,18.3,13.05,4.5
486,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,1,1,14.75,-0.5,-2
487,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,2,1,14.75,-0.5,0.3
488,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,3,1,14.75,-0.5,2.6
489,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,4,1,14.75,2.8,-2
490,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,5,1,14.75,2.8,0.3
491,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,6,1,14.75,2.8,2.6
492,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,7,1,14.75,6.1,-2
493,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,8,1,14.75,6.1,0.3
494,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,9,1,14.75,6.1,2.6
495,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,10,2,12.25,-0.5,-2
496,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,11,2,12.25,-0.5,0.3
497,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,12,2,12.25,-0.5,2.6
498,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,13,2,12.25,2.8,-2
499,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,14,2,12.25,2.8,0.3
500,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,15,2,12.25,2.8,2.6
501,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,16,2,12.25,6.1,-2
502,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,17,2,12.25,6.1,0.3
503,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,18,2,12.25,6.1,2.6
504,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,19,3,13.5,-0.75,-2
505,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,20,3,13.5,-0.75,0.3
506,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,21,3,13.5,-0.75,2.6
507,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,22,4,13.5,-0.5,2.9
508,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,23,4,13.5,2.8,2.9
509,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,24,4,13.5,6.1,2.9
510,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,25,5,13.5,6.35,-2
511,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,26,5,13.5,6.35,0.3
512,8.3,0.112133,2.6,1.2,2.6,1,2.4,477.9,382,11,7,5,2.4,14,Superheated,37.9,-1,152,27,5,13.5,6.35,2.6
513,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,1,1,14.85,-2.9,-1.6
514,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,2,1,14.85,-2.9,1.7
515,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,3,1,14.85,-2.9,5
516,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,4,1,14.85,1.4,-1.6
517,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,5,1,14.85,1.4,1.7
518,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,6,1,14.85,1.4,5
519,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,7,1,14.85,5.7,-1.6
520,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,8,1,14.85,5.7,1.7
521,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,9,1,14.85,5.7,5
522,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,10,2,11.95,-2.9,-1.6
523,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,11,2,11.95,-2.9,1.7
524,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,12,2,11.95,-2.9,5
525,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,13,2,11.95,1.4,-1.6
526,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,14,2,11.95,1.4,1.7
527,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,15,2,11.95,1.4,5
528,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,16,2,11.95,5.7,-1.6
529,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,17,2,11.95,5.7,1.7
530,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,18,2,11.95,5.7,5
531,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,19,3,13.4,-3.15,-1.6
532,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,20,3,13.4,-3.15,1.7
533,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,21,3,13.4,-3.15,5
534,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,22,4,13.4,-2.9,5.3
535,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,23,4,13.4,1.4,5.3
536,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,24,4,13.4,5.7,5.3
537,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,25,5,13.4,5.95,-1.6
538,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,26,5,13.4,5.95,1.7
539,34.2,0.3882294,2,2.6,0.8,1.6,0.4,301.2,299.3,11,9,7,2.8,7,Subcooled,37.9,-1,152,27,5,13.4,5.95,5
540,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,1,1,20.15,4.9,-0.9
541,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,2,1,20.15,4.9,1.4
542,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,3,1,20.15,4.9,3.7
543,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,4,1,20.15,6.2,-0.9
544,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,5,1,20.15,6.2,1.4
545,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,6,1,20.15,6.2,3.7
546,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,7,1,20.15,7.5,-0.9
547,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,8,1,20.15,7.5,1.4
548,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,9,1,20.15,7.5,3.7
549,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,10,2,18.25,4.9,-0.9
550,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,11,2,18.25,4.9,1.4
551,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,12,2,18.25,4.9,3.7
552,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,13,2,18.25,6.2,-0.9
553,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,14,2,18.25,6.2,1.4
554,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,15,2,18.25,6.2,3.7
555,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,16,2,18.25,7.5,-0.9
556,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,17,2,18.25,7.5,1.4
557,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,18,2,18.25,7.5,3.7
558,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,19,3,19.2,4.65,-0.9
559,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,20,3,19.2,4.65,1.4
560,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,21,3,19.2,4.65,3.7
561,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,22,4,19.2,4.9,4
562,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,23,4,19.2,6.2,4
563,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,24,4,19.2,7.5,4
564,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,25,5,19.2,7.75,-0.9
565,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,26,5,19.2,7.75,1.4
566,21.7,0.135464,2.6,2,0.6,0.8,0.6,323.9,313.1,17,3,5,1.8,20,Subcooled,37.9,-1,152,27,5,19.2,7.75,3.7
567,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,1,1,19.95,1,-1.9
568,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,2,1,19.95,1,5.4
569,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,3,1,19.95,1,12.7
570,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,4,1,19.95,2.8,-1.9
571,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,5,1,19.95,2.8,5.4
572,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,6,1,19.95,2.8,12.7
573,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,7,1,19.95,4.6,-1.9
574,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,8,1,19.95,4.6,5.4
575,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,9,1,19.95,4.6,12.7
576,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,10,2,18.25,1,-1.9
577,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,11,2,18.25,1,5.4
578,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,12,2,18.25,1,12.7
579,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,13,2,18.25,2.8,-1.9
580,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,14,2,18.25,2.8,5.4
581,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,15,2,18.25,2.8,12.7
582,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,16,2,18.25,4.6,-1.9
583,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,17,2,18.25,4.6,5.4
584,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,18,2,18.25,4.6,12.7
585,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,19,3,19.1,0.75,-1.9
586,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,20,3,19.1,0.75,5.4
587,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,21,3,19.1,0.75,12.7
588,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,22,4,19.1,1,13
589,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,23,4,19.1,2.8,13
590,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,24,4,19.1,4.6,13
591,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,25,5,19.1,4.85,-1.9
592,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,26,5,19.1,4.85,5.4
593,31.2,0.8291018,0.6,8.6,1,2,0.2,389.3,320.7,18,4,15,1.6,9,Subcooled,37.9,-1,152,27,5,19.1,4.85,12.7
594,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,1,1,10.35,-1.6,-0.8
595,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,2,1,10.35,-1.6,1.5
596,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,3,1,10.35,-1.6,3.8
597,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,4,1,10.35,3.2,-0.8
598,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,5,1,10.35,3.2,1.5
599,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,6,1,10.35,3.2,3.8
600,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,7,1,10.35,8,-0.8
601,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,8,1,10.35,8,1.5
602,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,9,1,10.35,8,3.8
603,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,10,2,8.45,-1.6,-0.8
604,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,11,2,8.45,-1.6,1.5
605,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,12,2,8.45,-1.6,3.8
606,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,13,2,8.45,3.2,-0.8
607,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,14,2,8.45,3.2,1.5
608,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,15,2,8.45,3.2,3.8
609,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,16,2,8.45,8,-0.8
610,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,17,2,8.45,8,1.5
611,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,18,2,8.45,8,3.8
612,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,19,3,9.4,-1.85,-0.8
613,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,20,3,9.4,-1.85,1.5
614,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,21,3,9.4,-1.85,3.8
615,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,22,4,9.4,-1.6,4.1
616,18.9,0.4787308,1,8.6,0.6,0.8,0.4,299.8,356.8,8,10,5,1.8,22,Superheated,42.5,-42,96.7,23,4,9.4,3.2,4.1
